'x','y','生态类型','瓦片类型'
17,19,sea,water
17,20,sea,water
17,21,sea,water
17,22,sea,water
17,23,sea,water
17,24,land,default
17,25,land,default
17,26,land,default
17,27,land,default
17,28,land,default
17,29,land,default
17,30,land,default
17,31,land,default
17,32,land,default
17,33,land,default
17,34,land,default
17,35,land,default
17,36,land,default
17,37,land,default
17,38,land,default
17,39,land,default
17,40,land,default
17,41,land,default
17,42,land,default
17,43,land,default
17,44,land,default
17,45,land,default
17,46,land,default
17,47,land,default
17,48,land,default
17,49,land,default
17,50,land,default
17,51,land,default
17,52,land,default
17,53,land,default
17,54,land,default
17,55,land,default
17,56,land,default
17,57,land,default
17,58,land,default
17,59,land,default
17,60,land,default
17,61,land,default
17,62,land,default
17,63,land,default
17,64,land,default
17,65,land,default
17,66,land,default
17,67,land,default
17,68,land,default
17,69,land,default
17,70,land,default
17,71,land,default
17,72,land,default
17,73,land,default
17,74,land,default
17,75,land,default
17,76,land,default
17,77,land,default
17,78,land,default
17,79,land,default
17,80,land,default
17,81,land,default
17,82,land,default
17,83,land,default
17,84,land,default
17,85,land,default
17,86,land,default
17,87,land,default
17,88,land,default
17,89,land,default
17,90,land,default
17,91,land,default
17,92,land,default
17,93,land,default
17,94,land,default
17,95,land,default
17,96,land,default
17,97,land,default
17,98,land,default
17,99,land,default
18,0,land,default
18,1,land,default
18,2,land,default
18,3,land,default
18,4,land,default
18,5,land,default
18,6,land,default
18,7,land,default
18,8,land,default
18,9,land,default
18,10,land,default
18,11,land,default
18,12,land,default
18,13,land,default
18,14,land,default
18,15,land,default
18,16,land,default
18,17,land,default
18,18,sea,water
18,19,sea,water
18,20,sea,water
18,21,sea,water
18,22,sea,water
18,23,sea,water
18,24,sea,water
18,25,land,default
18,26,land,default
18,27,land,default
18,28,land,default
18,29,land,default
18,30,land,default
18,31,land,default
18,32,land,default
18,33,land,default
18,34,land,default
18,35,land,default
18,36,land,default
18,37,land,default
18,38,land,default
18,39,land,default
18,40,land,default
18,41,land,default
18,42,land,default
18,43,land,default
18,44,land,default
18,45,land,default
18,46,land,default
18,47,land,default
18,48,land,default
18,49,land,default
18,50,land,default
18,51,land,default
18,52,land,default
18,53,land,default
18,54,land,default
18,55,land,default
18,56,land,default
18,57,land,default
18,58,land,default
18,59,land,default
18,60,land,default
18,61,land,default
18,62,land,default
18,63,land,default
18,64,land,default
18,65,land,default
18,66,land,default
18,67,land,default
18,68,land,default
18,69,land,default
18,70,land,default
18,71,land,default
18,72,land,default
18,73,land,default
18,74,land,default
18,75,land,default
18,76,land,default
18,77,land,default
18,78,land,default
18,79,land,default
18,80,land,default
18,81,land,default
18,82,land,default
18,83,land,default
18,84,land,default
18,85,land,default
18,86,land,default
18,87,land,default
18,88,land,default
18,89,land,default
18,90,land,default
18,91,land,default
18,92,land,default
18,93,land,default
18,94,land,default
18,95,land,default
18,96,land,default
18,97,land,default
18,98,land,default
18,99,land,default
19,0,land,default
19,1,land,default
19,2,land,default
19,3,land,default
19,4,land,default
19,5,land,default
19,6,land,default
19,7,land,default
19,8,land,default
19,9,land,default
19,10,land,default
19,11,land,default
19,12,land,default
19,13,land,default
19,14,land,default
19,15,land,default
19,16,land,default
19,17,land,default
19,18,land,default
19,19,land,default
19,20,sea,water
19,21,sea,water
19,22,sea,water
19,23,sea,water
19,24,sea,water
19,25,sea,water
19,26,land,default
19,27,land,default
19,28,land,default
19,29,land,default
19,30,land,default
19,31,land,default
19,32,land,default
19,33,land,default
19,34,land,default
19,35,land,default
19,36,land,default
19,37,land,default
19,38,land,default
19,39,land,default
19,40,land,default
19,41,land,default
19,42,land,default
19,43,land,default
19,44,land,default
19,45,land,default
19,46,land,default
19,47,land,default
19,48,land,default
19,49,sea,water
19,50,sea,water
19,51,sea,water
19,52,sea,water
19,53,sea,water
19,54,sea,water
19,55,sea,water
19,56,sea,water
19,57,sea,water
19,58,sea,water
19,59,sea,water
19,60,land,default
19,61,land,default
19,62,land,default
19,63,land,default
19,64,land,default
19,65,land,default
19,66,land,default
19,67,land,default
19,68,land,default
19,69,land,default
19,70,land,default
19,71,land,default
19,72,land,default
19,73,land,default
19,74,land,default
19,75,land,default
19,76,land,default
19,77,land,default
19,78,land,default
19,79,land,default
19,80,land,default
19,81,land,default
19,82,land,default
19,83,land,default
19,84,land,default
19,85,land,default
19,86,land,default
19,87,land,default
19,88,land,default
19,89,land,default
19,90,land,default
19,91,land,default
19,92,land,default
19,93,land,default
19,94,land,default
19,95,land,default
19,96,land,default
19,97,land,default
19,98,land,default
19,99,land,default
20,0,land,default
20,1,land,default
20,2,land,default
20,3,land,default
20,4,land,default
20,5,land,default
20,6,land,default
20,7,land,default
20,8,land,default
20,9,land,default
20,10,land,default
20,11,land,default
20,12,land,default
20,13,land,default
20,14,land,default
20,15,land,default
20,16,land,default
20,17,land,default
20,18,land,default
20,19,land,default
20,20,land,default
20,21,sea,water
20,22,sea,water
20,23,sea,water
20,24,sea,water
20,25,sea,water
20,26,sea,water
20,27,land,default
20,28,land,default
20,29,land,default
20,30,land,default
20,31,land,default
20,32,land,default
20,33,land,default
20,34,land,default
20,35,land,default
20,36,land,default
20,37,land,default
20,38,land,default
20,39,land,default
20,40,land,default
20,41,land,default
20,42,land,default
20,43,land,default
20,44,land,default
20,45,land,default
20,46,sea,water
20,47,sea,water
20,48,sea,water
20,49,sea,water
20,50,sea,water
20,51,sea,water
20,52,sea,water
20,53,sea,water
20,54,sea,water
20,55,sea,water
20,56,sea,water
20,57,sea,water
20,58,sea,water
20,59,sea,water
20,60,sea,water
20,61,sea,water
20,62,sea,water
20,63,sea,water
20,64,land,default
20,65,land,default
20,66,land,default
20,67,land,default
20,68,land,default
20,69,land,default
20,70,land,default
20,71,land,default
20,72,land,default
20,73,land,default
20,74,land,default
20,75,land,default
20,76,land,default
20,77,land,default
20,78,land,default
20,79,land,default
20,80,land,default
20,81,land,default
20,82,land,default
20,83,land,default
20,84,land,default
20,85,land,default
20,86,land,default
20,87,land,default
20,88,land,default
20,89,land,default
20,90,land,default
20,91,land,default
20,92,land,default
20,93,land,default
20,94,land,default
20,95,land,default
20,96,land,default
20,97,land,default
20,98,land,default
20,99,land,default
21,0,land,default
21,1,land,default
21,2,land,default
21,3,land,default
21,4,land,default
21,5,land,default
21,6,land,default
21,7,land,default
21,8,land,default
21,9,land,default
21,10,land,default
21,11,land,default
21,12,land,default
21,13,land,default
21,14,land,default
21,15,land,default
21,16,land,default
21,17,land,default
21,18,land,default
21,19,land,default
21,20,land,default
21,21,land,default
21,22,sea,water
21,23,sea,water
21,24,sea,water
21,25,sea,water
21,26,sea,water
21,27,sea,water
21,28,land,default
21,29,land,default
21,30,land,default
21,31,land,default
21,32,land,default
21,33,land,default
21,34,land,default
21,35,land,default
21,36,land,default
21,37,land,default
21,38,land,default
21,39,land,default
21,40,land,default
21,41,land,default
21,42,land,default
21,43,land,default
21,44,sea,water
21,45,sea,water
21,46,sea,water
21,47,sea,water
21,48,sea,water
21,49,sea,water
21,50,sea,water
21,51,sea,water
21,52,sea,water
21,53,sea,water
21,54,sea,water
21,55,sea,water
21,56,sea,water
21,57,sea,water
21,58,sea,water
21,59,sea,water
21,60,sea,water
21,61,sea,water
21,62,sea,water
21,63,sea,water
21,64,sea,water
21,65,sea,water
21,66,sea,water
21,67,land,default
21,68,land,default
21,69,land,default
21,70,land,default
21,71,land,default
21,72,land,default
21,73,land,default
21,74,land,default
21,75,land,default
21,76,land,default
21,77,land,default
21,78,land,default
21,79,land,default
21,80,land,default
21,81,land,default
21,82,land,default
21,83,land,default
21,84,land,default
21,85,land,default
21,86,land,default
21,87,land,default
21,88,land,default
21,89,land,default
21,90,land,default
21,91,land,default
21,92,land,default
21,93,land,default
21,94,land,default
21,95,land,default
21,96,land,default
21,97,land,default
21,98,land,default
21,99,land,default
22,0,land,default
22,1,land,default
22,2,land,default
22,3,land,default
22,4,land,stone
22,5,land,stone
22,6,land,stone
22,7,land,stone
22,8,land,stone
22,9,land,stone
22,10,land,default
22,11,land,default
22,12,land,default
22,13,land,default
22,14,land,default
22,15,land,default
22,16,land,default
22,17,land,default
22,18,land,default
22,19,land,default
22,20,land,default
22,21,land,default
22,22,land,default
22,23,sea,water
22,24,sea,water
22,25,sea,water
22,26,sea,water
22,27,sea,water
22,28,sea,water
22,29,land,default
22,30,land,default
22,31,land,default
22,32,land,default
22,33,land,default
22,34,land,default
22,35,land,default
22,36,land,default
22,37,land,default
22,38,land,default
22,39,land,default
22,40,land,default
22,41,land,default
22,42,sea,water
22,43,sea,water
22,44,sea,water
22,45,sea,water
22,46,sea,water
22,47,sea,water
22,48,sea,water
22,49,sea,water
22,50,sea,water
22,51,sea,water
22,52,sea,water
22,53,sea,water
22,54,sea,water
22,55,sea,water
22,56,sea,water
22,57,sea,water
22,58,sea,water
22,59,sea,water
22,60,sea,water
22,61,sea,water
22,62,sea,water
22,63,sea,water
22,64,sea,water
22,65,sea,water
22,66,sea,water
22,67,sea,water
22,68,sea,water
22,69,land,default
22,70,land,default
22,71,land,default
22,72,land,default
22,73,land,default
22,74,land,default
22,75,land,default
22,76,land,default
22,77,land,default
22,78,land,default
22,79,land,default
22,80,land,default
22,81,land,default
22,82,land,default
22,83,land,default
22,84,land,default
22,85,land,default
22,86,land,default
22,87,land,default
22,88,land,default
22,89,land,default
22,90,land,default
22,91,land,default
22,92,land,default
22,93,land,default
22,94,land,default
22,95,land,default
22,96,land,default
22,97,land,default
22,98,land,default
22,99,land,default
23,0,land,default
23,1,land,default
23,2,land,stone
23,3,land,stone
23,4,land,stone
23,5,land,stone
23,6,land,stone
23,7,land,stone
23,8,land,stone
23,9,land,stone
23,10,land,stone
23,11,land,stone
23,12,land,default
23,13,land,default
23,14,land,default
23,15,land,default
23,16,land,default
23,17,land,default
23,18,land,default
23,19,land,default
23,20,land,default
23,21,land,default
23,22,land,default
23,23,land,default
23,24,land,default
23,25,sea,water
23,26,sea,water
23,27,sea,water
23,28,sea,water
23,29,sea,water
23,30,land,default
23,31,land,default
23,32,land,default
23,33,land,default
23,34,land,default
23,35,land,default
23,36,land,default
23,37,land,default
23,38,land,default
23,39,land,default
23,40,land,default
23,41,sea,water
23,42,sea,water
23,43,sea,water
23,44,sea,water
23,45,sea,water
23,46,sea,water
23,47,sea,water
23,48,sea,water
23,49,sea,water
23,50,sea,water
23,51,sea,water
23,52,sea,water
23,53,sea,water
23,54,sea,water
23,55,sea,water
23,56,sea,water
23,57,sea,water
23,58,sea,water
23,59,sea,water
23,60,sea,water
23,61,sea,water
23,62,sea,water
23,63,sea,water
23,64,sea,water
23,65,sea,water
23,66,sea,water
23,67,sea,water
23,68,sea,water
23,69,sea,water
23,70,sea,water
23,71,land,default
23,72,land,default
23,73,land,default
23,74,land,default
23,75,land,default
23,76,land,default
23,77,land,default
23,78,land,default
23,79,land,default
23,80,land,default
23,81,land,default
23,82,land,default
23,83,land,default
23,84,land,default
23,85,land,default
23,86,land,default
23,87,land,default
23,88,land,default
23,89,land,default
23,90,land,default
23,91,land,default
23,92,land,default
23,93,land,default
23,94,land,default
23,95,land,default
23,96,land,default
23,97,land,default
23,98,land,default
23,99,land,default
24,0,land,stone
24,1,land,stone
24,2,land,stone
24,3,land,stone
24,4,land,stone
24,5,land,stone
24,6,land,stone
24,7,land,stone
24,8,land,stone
24,9,land,stone
24,10,land,stone
24,11,land,stone
24,12,land,stone
24,13,land,stone
24,14,land,default
24,15,land,default
24,16,land,default
24,17,land,default
24,18,land,default
24,19,land,default
24,20,land,default
24,21,land,default
24,22,land,default
24,23,land,default
24,24,land,default
24,25,land,default
24,26,sea,water
24,27,sea,water
24,28,sea,water
24,29,sea,water
24,30,sea,water
24,31,land,default
24,32,land,default
24,33,land,default
24,34,land,default
24,35,land,default
24,36,land,default
24,37,land,default
24,38,land,default
24,39,sea,water
24,40,sea,water
24,41,sea,water
24,42,sea,water
24,43,sea,water
24,44,sea,water
24,45,sea,water
24,46,sea,water
24,47,sea,water
24,48,sea,water
24,49,sea,water
24,50,sea,water
24,51,sea,water
24,52,sea,water
24,53,sea,water
24,54,sea,water
24,55,sea,water
24,56,sea,water
24,57,sea,water
24,58,sea,water
24,59,sea,water
24,60,sea,water
24,61,sea,water
24,62,sea,water
24,63,sea,water
24,64,sea,water
24,65,sea,water
24,66,sea,water
24,67,sea,water
24,68,sea,water
24,69,sea,water
24,70,sea,water
24,71,sea,water
24,72,sea,water
24,73,land,default
24,74,land,default
24,75,land,default
24,76,land,default
24,77,land,default
24,78,land,default
24,79,land,default
24,80,land,default
24,81,land,default
24,82,land,default
24,83,land,default
24,84,land,default
24,85,land,default
24,86,land,default
24,87,land,default
24,88,land,default
24,89,land,default
24,90,land,default
24,91,land,default
